,X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,day_mon,day_sat,day_sun,day_thu,day_tue,day_wed,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep
139,1,4,4.5217885770490405,129.5,692.6,2.0794415416798357,21.7,38,2.2,0,0.35767444427181594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
140,2,5,4.520701029361642,126.5,686.5,2.0794415416798357,21.9,39,1.8,0,0.3852624007906449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,1,2,4.56954300834494,99.9,513.3,2.653241964607215,23.3,31,4.5,0,0.4382549309311553,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
142,8,6,4.511957804265912,108.0,529.8,2.6026896854443837,21.2,51,8.9,0,0.4762341789963716,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
143,1,2,4.51085950651685,51.3,296.3,2.272125885509337,16.6,53,5.4,0,0.5364933705145685,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
144,2,5,4.56954300834494,99.9,513.3,2.653241964607215,23.8,32,5.4,0,0.5709795465857378,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
145,6,5,4.566429357671661,131.7,578.8,2.4336133554004498,27.4,22,4.0,0,0.6418538861723948,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
146,5,4,4.511957804265912,39.7,86.6,1.9740810260220096,13.2,40,5.4,0,0.6678293725756554,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
147,8,3,4.447346100794524,73.4,671.9,1.4350845252893227,24.2,28,3.6,0,0.6729444732424258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
148,2,2,4.562262684976814,108.3,647.1,2.8903717578961645,17.4,43,6.7,0,0.7275486072772778,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
149,8,6,4.550714000192032,80.9,685.2,2.9391619220655967,23.7,25,4.5,0,0.7514160886839212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
150,6,5,4.537961436294641,56.4,433.3,2.0918640616783932,23.2,39,5.4,0,0.7839015438284094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
151,9,9,4.511957804265912,68.6,355.2,2.1041341542702074,24.8,29,2.2,0,0.8586616190375187,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
152,3,4,4.511957804265912,51.2,424.1,1.9740810260220096,24.6,43,1.8,0,0.8878912573524571,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
153,5,4,4.557029810660157,85.1,692.3,2.8273136219290276,20.1,47,4.9,0,0.9001613499442714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
154,1,5,4.547541073151455,145.4,721.4,2.2082744135228043,29.6,27,2.7,0,0.9001613499442714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,7,4,4.562262684976814,108.3,647.1,2.8903717578961645,16.4,47,1.3,0,0.9400072584914712,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
156,2,4,4.547541073151455,145.4,721.4,2.2082744135228043,28.6,27,2.2,0,0.959350221334602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,2,2,4.533674184283021,111.2,654.1,2.3608540011180215,18.4,45,3.6,0,0.9669838461896731,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
158,2,4,4.533674184283021,111.2,654.1,2.3608540011180215,20.5,35,4.0,0,0.9707789171582248,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
159,7,4,4.536891345234797,117.9,668.0,2.580216829592325,19.0,34,5.8,0,0.9895411936137477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,7,4,4.511957804265912,39.7,86.6,1.9740810260220096,16.1,29,3.1,0,1.0116009116784799,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
161,6,4,4.566429357671661,131.7,578.8,2.4336133554004498,20.3,41,4.0,0,1.0647107369924282,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
162,6,3,4.517431271680085,50.1,100.4,2.174751721484161,15.2,31,8.5,0,1.0784095813505903,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
163,8,6,4.537961436294641,121.1,674.4,2.2617630984737906,17.8,56,1.8,0,1.0818051703517284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
164,8,5,4.507557357121091,90.0,704.4,1.7578579175523736,17.8,67,2.2,0,1.1019400787607843,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
165,6,5,4.45318382899021,18.2,55.0,1.3862943611198906,5.3,70,4.5,0,1.144222799920162,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
166,6,5,4.533674184283021,111.2,654.1,2.3608540011180215,16.6,47,0.9,0,1.1908875647772805,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
167,6,5,4.574710978503383,127.1,570.5,2.8622008809294686,23.4,33,4.5,0,1.2556160374777743,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
168,6,5,4.523960130562548,48.3,97.8,2.6026896854443837,14.6,26,9.4,0,1.2612978709452054,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
169,8,6,4.566429357671661,131.7,578.8,2.4336133554004498,20.7,45,2.2,0,1.2669476034873244,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
170,5,4,4.542230386214217,133.3,699.6,2.322387720290225,21.9,35,1.8,0,1.2725655957915476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
171,8,6,4.461299815568389,90.4,609.6,2.028148247292285,17.4,50,4.0,0,1.3056264580524357,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
172,7,4,4.526126978647638,142.4,601.4,2.451005098112319,20.1,39,5.4,0,1.3190856114264407,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
173,4,4,4.520701029361642,126.5,686.5,2.0794415416798357,17.7,39,2.2,0,1.4036429994545037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
174,1,4,4.513054897080286,96.9,624.2,2.2925347571405443,14.2,53,1.8,0,1.5040773967762742,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
175,1,4,4.513054897080286,96.9,624.2,2.2925347571405443,20.3,39,4.9,0,1.7101878155342434,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
176,6,5,4.412798293340635,9.1,55.2,1.308332819650179,5.8,54,5.8,0,1.724550719534605,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,2,5,4.513054897080286,99.6,631.2,1.9878743481543455,19.2,44,2.7,0,1.7387102481382397,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
178,2,5,4.511957804265912,82.9,735.7,1.9740810260220096,18.3,45,2.2,0,1.7715567619105355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
179,8,6,4.497584975308154,147.3,614.5,2.302585092994046,14.4,66,5.4,0,1.8293763327993617,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
180,1,3,4.536891345234797,124.1,680.7,2.2512917986064953,23.9,32,6.7,0,1.8453002361560848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,8,6,4.45318382899021,32.8,664.2,1.3862943611198906,19.1,32,4.0,0,1.8625285401162623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
182,5,4,4.475061500641071,15.6,48.3,1.589235205116581,12.4,53,2.2,0,1.998773638612381,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
183,7,4,4.529368472571809,48.5,696.1,2.4932054526026954,16.8,45,4.5,0,2.057962510002712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
184,8,6,4.552823705615882,135.7,586.7,2.7788192719904172,20.8,34,4.9,0,2.0744289998562917,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
185,2,5,4.5217885770490405,129.5,692.6,2.0794415416798357,17.6,46,3.1,0,2.0844290831908747,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
186,8,6,4.5031374604229395,51.3,102.2,2.3608540011180215,11.5,39,5.8,0,2.1029138978649784,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
187,1,5,4.520701029361642,126.5,686.5,2.0794415416798357,21.0,42,2.2,0,2.1162555148025524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
188,6,4,4.519612297626445,41.9,89.4,2.186051276738094,13.3,42,0.9,0,2.128231705849268,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
189,7,4,4.51852237926242,44.0,92.4,1.8718021769015913,11.5,60,4.0,0,2.2235418856535927,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
190,6,5,4.523960130562548,48.3,97.8,2.6026896854443837,11.7,33,4.0,0,2.231089091288976,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
191,2,5,4.566429357671661,131.7,578.8,2.4336133554004498,24.2,28,2.7,0,2.2700619012884857,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
192,2,2,4.562262684976814,108.3,647.1,2.8903717578961645,24.6,22,4.5,0,2.2731562823032334,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
193,4,5,4.542230386214217,133.3,699.6,2.322387720290225,24.3,25,4.0,0,2.3427668826268775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
194,2,2,4.562262684976814,108.3,647.1,2.8903717578961645,24.6,22,4.5,0,2.3988039507345884,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
195,2,5,4.552823705615882,135.7,586.7,2.7788192719904172,23.5,36,5.4,0,2.3997118037247684,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
196,6,5,4.412798293340635,9.1,55.2,1.308332819650179,5.8,54,5.8,0,2.4790562361098245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
197,4,5,4.542230386214217,137.0,706.4,2.322387720290225,21.5,15,0.9,0,2.4898941912990393,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
198,3,4,4.5217885770490405,129.5,692.6,2.0794415416798357,13.9,59,6.3,0,2.50470927708418,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
200,1,5,4.5217885770490405,129.5,692.6,2.0794415416798357,21.6,33,2.2,0,2.528125768907977,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
201,6,5,4.511957804265912,37.6,83.7,2.1041341542702074,12.4,54,3.6,0,2.5726122302071057,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
202,7,4,4.441474093317302,8.7,32.1,1.1314021114911006,8.8,68,2.2,0,2.642622395779755,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
203,8,6,4.526126978647638,37.9,673.8,1.824549292051046,20.2,37,2.7,0,2.6878474937846906,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
204,5,6,4.517431271680085,50.1,100.4,2.174751721484161,15.1,64,4.0,0,2.7073833121145063,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
205,4,5,4.542230386214217,137.0,706.4,2.322387720290225,22.1,34,1.8,0,2.745345985845907,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
206,2,2,4.548599834499697,139.4,594.2,3.0587070727153796,22.9,31,7.2,0,2.800325477211381,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,7,5,4.5217885770490405,129.5,692.6,2.0794415416798357,20.7,37,2.2,0,2.9014215940827497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
208,6,5,4.536891345234797,117.9,668.0,2.580216829592325,19.6,33,6.3,0,3.007166651179654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,8,3,4.550714000192032,80.9,685.2,2.9391619220655967,23.2,26,4.9,0,3.1949928844048685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
210,4,4,4.517431271680085,43.7,686.9,2.0412203288596382,18.4,25,3.1,0,3.2280337626529665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
211,7,4,4.548599834499697,139.4,594.2,3.0587070727153796,5.1,96,5.8,0,3.295836866004329,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
212,7,4,4.557029810660157,85.1,692.3,2.8273136219290276,20.1,47,4.9,0,3.3006401266708405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
213,7,3,4.484131857611035,52.2,103.8,1.791759469228055,11.0,46,5.8,0,3.3446270301737613,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
214,4,4,4.529368472571809,35.8,80.8,2.174751721484161,17.0,27,4.9,0,3.389799336709786,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
215,4,4,4.529368472571809,35.8,80.8,2.174751721484161,17.0,27,4.9,0,3.389799336709786,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
216,4,4,4.536891345234797,124.1,680.7,2.2512917986064953,16.9,60,1.3,0,3.4170707308184456,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217,1,3,4.4953553199808844,91.8,709.9,2.0918640616783932,12.4,73,6.3,0,3.4442568711226023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218,4,5,4.542230386214217,133.3,699.6,2.322387720290225,19.4,19,1.3,0,3.487986511734546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
219,6,5,4.511957804265912,39.7,86.6,1.9740810260220096,15.2,27,3.1,0,3.492256112609122,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
220,8,6,4.513054897080286,99.6,631.2,1.9878743481543455,16.2,59,3.1,0,3.4986265269937014,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221,3,4,4.546481189639412,141.2,713.9,2.7013612129514133,18.6,49,3.6,0,3.607669398688393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222,4,3,4.484131857611035,52.2,103.8,1.791759469228055,11.0,46,5.8,0,3.6336309798834576,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
223,2,2,4.492001487882454,150.3,309.9,2.0541237336955462,13.4,79,3.6,0,3.6381123370602833,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
224,7,4,4.511957804265912,82.9,735.7,1.9740810260220096,15.4,57,4.5,0,3.6560979645895566,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
225,4,4,4.548599834499697,149.3,728.6,2.2082744135228043,22.9,39,4.9,0,3.902982260775997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226,7,5,4.529368472571809,48.5,696.1,2.4932054526026954,16.1,44,4.0,0,3.9193957597575593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
227,8,6,4.534747721691546,81.8,480.8,2.5572273113676265,20.1,34,4.5,0,4.08260930600368,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
228,4,6,4.548599834499697,149.3,728.6,2.2082744135228043,28.3,26,3.1,0,4.175924549214524,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229,8,6,4.534747721691546,81.8,480.8,2.5572273113676265,16.4,43,4.0,0,4.280824129164719,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230,4,4,4.542230386214217,133.3,699.6,2.322387720290225,26.4,21,4.5,0,4.494126887194767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
231,1,5,4.548599834499697,149.3,728.6,2.2082744135228043,27.8,27,3.1,0,4.566221435849517,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232,6,4,4.5217885770490405,129.5,692.6,2.0794415416798357,18.7,43,2.7,0,4.648133885420207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
233,9,4,4.447346100794524,73.4,671.9,1.4350845252893227,24.3,36,3.1,0,4.669646205172456,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
234,4,5,4.537961436294641,121.1,674.4,2.2617630984737906,17.7,25,3.1,0,5.049086480470509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235,8,6,4.526126978647638,142.4,601.4,2.451005098112319,19.6,41,5.8,0,5.285637313390662,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
236,2,2,4.537961436294641,121.1,674.4,2.2617630984737906,18.2,46,1.8,0,5.307970623576175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237,1,2,4.5217885770490405,129.5,692.6,2.0794415416798357,18.8,40,2.2,0,5.365415110080531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
238,6,5,4.537961436294641,121.1,674.4,2.2617630984737906,25.1,27,4.0,0,6.995619625423205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239,7,5,4.417635062141249,3.0,7.9,1.5040773967762742,13.4,75,1.8,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,6,3,4.48863636973214,17.2,43.5,1.5686159179138452,15.2,51,2.7,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
241,4,4,4.430816798843313,23.3,85.3,1.1939224684724346,16.7,20,3.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,2,4,4.55597994179732,122.3,589.9,2.631888840136646,15.4,66,4.0,0,2.4096441652874536,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
243,7,4,4.530446639792155,175.1,700.7,2.6946271807700692,21.9,73,7.6,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
244,2,4,4.530446639792155,175.1,700.7,2.6946271807700692,22.4,54,7.6,0,1.3532545070416904,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
245,3,4,4.530446639792155,175.1,700.7,2.6946271807700692,26.8,38,6.3,0,0.5653138090500605,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
246,5,4,4.530446639792155,175.1,700.7,2.6946271807700692,25.7,39,5.4,0,0.08617769624105233,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
247,2,4,4.534747721691546,91.6,503.6,2.3608540011180215,20.7,70,2.2,0,0.5596157879354227,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
248,8,6,4.544358046591334,157.3,666.7,2.6741486494265287,28.7,28,2.7,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
249,3,4,4.544358046591334,157.3,666.7,2.6741486494265287,21.7,40,0.4,0,1.244154593958768,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
250,8,5,4.544358046591334,157.3,666.7,2.6741486494265287,26.8,25,3.1,0,0.5187937934151675,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
251,8,5,4.544358046591334,157.3,666.7,2.6741486494265287,24.0,36,3.1,0,0.2151113796169455,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
252,6,5,4.544358046591334,157.3,666.7,2.6741486494265287,22.1,37,3.6,0,0.19062035960864973,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
253,7,4,4.531523645819793,109.2,565.5,2.1972245773362196,21.4,38,2.7,0,0.9242589015233319,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
254,6,3,4.528289141652134,138.1,621.7,1.9878743481543455,18.9,41,3.1,0,2.428336298299606,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
255,2,5,4.483002552013883,77.0,694.8,1.791759469228055,22.3,46,4.0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
256,8,6,4.55597994179732,117.2,581.1,2.4849066497880004,23.9,41,2.2,0,2.199444334074532,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
257,4,3,4.55597994179732,117.2,581.1,2.4849066497880004,21.4,44,2.7,0,0.5187937934151675,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
258,3,4,4.530446639792155,170.9,692.3,2.6878474937846906,20.6,59,0.9,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
259,7,4,4.530446639792155,170.9,692.3,2.6878474937846906,23.7,40,1.8,0,0.8671004876833833,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
260,2,4,4.549657476057832,97.9,542.0,2.7343675094195836,28.3,32,4.0,0,2.2874714551839976,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
