,X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,day_mon,day_sat,day_sun,day_thu,day_tue,day_wed,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep
389,7,4,4.562262684976814,227.0,706.7,2.5649493574615367,23.3,34,3.1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
390,7,4,4.450852825603734,9.5,58.3,1.62924053973028,7.5,71,6.3,0,2.3942522815198695,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
391,8,6,4.522874943261261,91.3,738.1,2.1041341542702074,20.7,46,2.7,0,3.4397768636296306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
392,1,3,4.5217885770490405,276.3,825.1,2.0918640616783932,21.9,43,4.0,0,4.27332721775054,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
393,2,4,4.547541073151455,15.0,25.6,2.517696472610991,15.2,19,7.6,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
394,6,5,4.443827035579329,4.6,46.7,1.1631508098056809,5.3,68,1.8,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
395,4,5,4.454347296253507,9.0,56.9,1.5040773967762742,10.1,62,1.8,0,3.966132331075178,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
396,4,3,4.516338972281476,96.7,750.5,2.517696472610991,20.4,55,4.9,0,1.534714366238164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
397,5,6,4.528289141652134,181.3,613.0,2.151762203259462,24.3,33,3.6,0,1.5325568680981427,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
398,1,2,4.550714000192032,231.1,715.1,2.2407096892759584,25.9,32,3.1,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
399,9,5,4.546481189639412,49.5,297.7,2.70805020110221,28.0,34,4.5,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
400,9,5,4.546481189639412,49.5,297.7,2.70805020110221,28.0,34,4.5,0,2.214846178686039,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
401,3,4,4.522874943261261,88.2,731.7,2.2300144001592104,22.8,46,4.0,0,1.7833912195575383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
402,9,9,4.562262684976814,227.0,706.7,2.5649493574615367,25.0,36,4.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
403,8,6,4.51852237926242,194.1,643.0,2.0541237336955462,21.3,41,3.6,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
404,2,4,4.487512142519859,84.8,725.1,1.547562508716013,21.8,34,2.2,0,1.951608170169951,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
405,2,2,4.560172820057356,212.1,680.9,2.3513752571634776,27.9,27,2.2,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
406,6,5,4.478472532942134,291.3,860.6,1.6094379124341003,17.0,67,4.9,0,1.599387576580599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
407,4,5,4.450852825603734,8.2,55.0,1.3609765531356006,14.2,46,4.0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
408,4,3,4.514150787600923,290.0,855.3,2.128231705849268,19.9,44,3.1,0,2.174751721484161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
409,1,4,4.535820107853298,96.2,450.2,2.5726122302071057,23.4,31,5.4,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
410,6,3,4.443827035579329,7.3,52.8,1.308332819650179,14.7,42,2.7,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
411,7,4,4.449685283147696,3.2,43.6,1.4586150226995167,8.2,53,9.4,0,1.7263316639055997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
412,9,4,4.535820107853298,92.1,442.1,2.379546134130174,22.8,27,4.5,0,0.9669838461896731,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
413,7,5,4.550714000192032,231.1,715.1,2.2407096892759584,26.4,33,3.6,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
414,5,4,4.549657476057832,235.1,723.1,2.4069451083182885,24.1,50,4.0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
415,8,6,4.562262684976814,222.4,698.6,2.7013612129514133,27.5,27,4.9,0,6.616439947564594,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
416,6,3,4.540098189244376,164.1,575.8,2.2925347571405443,26.3,39,3.1,0,2.081938421878423,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
417,6,5,4.547541073151455,17.3,28.3,2.388762789235098,13.8,24,5.8,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
418,2,4,4.532599493153256,203.2,664.5,2.2082744135228043,24.9,42,5.4,0,1.235471471385307,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
419,2,5,4.528289141652134,181.3,613.0,2.151762203259462,24.8,36,4.0,0,1.3987168811184478,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
420,8,8,4.529368472571809,191.4,635.9,2.174751721484161,26.2,36,4.5,0,5.229824370102736,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
421,2,4,4.566429357671661,217.7,690.0,2.9444389791664403,30.8,19,4.5,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
422,8,6,4.498697941477575,263.1,795.9,1.824549292051046,29.3,27,3.6,0,1.9878743481543455,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
423,1,3,4.523960130562548,94.3,744.4,2.2407096892759584,22.3,48,4.0,0,0.5423242908253617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
424,8,6,4.550714000192032,231.1,715.1,2.2407096892759584,26.9,31,3.6,0,1.7850704810772584,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
425,2,2,4.528289141652134,248.4,753.8,1.9878743481543455,20.4,56,2.2,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
426,8,6,4.528289141652134,248.4,753.8,1.9878743481543455,20.4,56,2.2,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
427,2,4,4.533674184283021,207.0,672.6,2.2192034840549946,27.9,33,2.2,0,1.208960345836975,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
428,1,3,4.562262684976814,222.4,698.6,2.7013612129514133,26.2,34,5.8,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
429,3,4,4.528289141652134,181.3,613.0,2.151762203259462,24.6,44,4.0,0,1.4350845252893227,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
430,7,4,4.507557357121091,287.2,849.3,2.0541237336955462,19.4,45,3.6,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
431,1,3,4.533674184283021,178.0,605.3,2.3608540011180215,23.3,40,4.0,0,1.9960599327407849,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
432,8,6,4.562262684976814,222.4,698.6,2.7013612129514133,23.9,38,6.7,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
433,2,4,4.549657476057832,235.1,723.1,2.4069451083182885,20.9,66,4.9,0,2.7936160894318567,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
434,1,4,4.517431271680085,269.8,811.2,1.8718021769015913,22.2,45,3.6,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
435,2,5,4.519612297626445,84.7,376.6,1.8870696490323797,23.8,51,1.8,0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
436,8,6,4.533674184283021,207.0,672.6,2.2192034840549946,26.8,35,1.3,0,0.43178241642553783,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
437,8,6,4.504244267398131,253.6,768.4,2.3702437414678603,14.2,73,2.7,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
438,2,5,4.550714000192032,231.1,715.1,2.2407096892759584,23.6,53,4.0,0,2.005525858729668,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
439,1,3,4.522874943261261,91.3,738.1,2.1041341542702074,19.1,46,2.2,0,0.2851789422336624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
440,5,4,4.514150787600923,290.0,855.3,2.128231705849268,16.2,58,3.6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
441,8,6,4.533674184283021,207.0,672.6,2.2192034840549946,25.5,29,1.8,0,0.8020015854720274,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
442,6,5,4.487512142519859,24.9,41.6,1.547562508716013,10.9,64,3.1,0,1.4701758451005926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,1,2,4.51852237926242,80.9,368.3,2.8791984572980396,14.8,78,8.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
444,2,5,4.514150787600923,290.0,855.3,2.128231705849268,16.2,58,3.6,0,2.3942522815198695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
445,5,5,4.553876891600541,47.9,100.7,2.4595888418037104,17.3,80,4.5,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
446,6,5,4.532599493153256,203.2,664.5,2.2082744135228043,19.1,70,2.2,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
447,3,4,4.547541073151455,17.3,28.3,2.388762789235098,8.9,35,8.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
448,7,4,4.507557357121091,284.9,844.0,2.4069451083182885,10.5,77,4.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
449,7,4,4.528289141652134,181.3,613.0,2.151762203259462,19.3,61,4.9,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
450,4,5,4.566429357671661,217.7,690.0,2.9444389791664403,23.4,49,5.4,0,2.005525858729668,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
451,1,4,4.516338972281476,196.8,649.9,2.8507065015037334,11.8,88,4.9,0,2.3711778844596574,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
452,7,4,4.52720864451838,238.2,730.6,2.1400661634962708,17.7,65,4.0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
453,4,5,4.504244267398131,266.2,803.3,1.8870696490323797,17.4,54,3.1,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
454,3,4,4.528289141652134,248.4,753.8,1.9878743481543455,16.8,56,3.1,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
455,3,4,4.560172820057356,160.0,567.2,2.8735646395797834,17.9,48,2.7,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
456,2,4,4.528289141652134,248.4,753.8,1.9878743481543455,16.6,59,2.7,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
457,1,4,4.529368472571809,191.4,635.9,2.174751721484161,19.9,50,4.0,0,4.427836170705175,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
458,8,6,4.550714000192032,231.1,715.1,2.2407096892759584,18.9,64,4.9,0,1.463255402256019,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
459,7,4,4.528289141652134,273.8,819.1,2.163323025660538,15.5,72,8.0,0,1.0784095813505903,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
460,2,5,4.550714000192032,231.1,715.1,2.2407096892759584,18.9,64,4.9,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,8,6,4.550714000192032,231.1,715.1,2.2407096892759584,18.9,64,4.9,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
462,1,4,4.5217885770490405,276.3,825.1,2.0918640616783932,14.5,76,7.6,0,1.5496879080283263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
463,6,5,4.33204826486764,4.4,16.2,1.0647107369924282,4.6,82,6.3,0,1.8547342683894434,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
464,6,4,4.33204826486764,4.4,16.2,1.0647107369924282,5.1,77,5.4,0,1.144222799920162,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
465,2,2,4.388257184424518,3.6,15.3,1.0296194171811581,4.6,59,0.9,0,2.0592388343623163,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
466,6,5,4.4796069630127455,15.1,36.9,2.0918640616783932,10.2,45,5.8,0,1.430311246536665,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
467,3,4,4.513054897080286,18.5,41.1,2.1162555148025524,11.2,41,5.4,0,1.8794650496471605,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
468,6,5,4.525044141508807,20.6,43.5,2.2512917986064953,13.3,27,3.6,0,2.0294631718735947,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
469,6,3,4.5217885770490405,14.6,25.6,2.5877640352277083,13.7,33,9.4,0,4.129228964075603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,5,4,4.5217885770490405,14.6,25.6,2.5877640352277083,17.6,27,5.8,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,4,3,4.506454213048934,25.4,73.7,1.9021075263969205,18.0,40,4.0,0,3.675794214565281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
472,8,3,4.490881039585964,96.2,229.0,1.7404661748405046,14.3,79,4.0,0,1.0784095813505903,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
473,9,4,4.516338972281476,61.1,252.6,2.341805806147327,24.5,50,3.1,0,4.267176792994939,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
474,4,3,4.543294782270004,103.8,316.7,2.468099531471619,26.4,35,2.7,0,2.405141681319138,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
475,2,5,4.550714000192032,121.7,350.2,2.9444389791664403,22.7,40,9.4,0,1.4327007339340463,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
476,4,3,4.548599834499697,85.3,395.0,2.388762789235098,27.2,28,1.3,0,1.0152306797290584,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
477,4,3,4.550714000192032,101.3,423.4,2.7536607123542622,26.1,45,4.0,0,2.1234584270966104,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
478,7,4,4.550714000192032,101.3,423.4,2.7536607123542622,18.2,82,4.5,0,1.1662709371419244,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
479,7,4,4.502029427068578,103.9,431.6,2.0014800002101243,22.6,57,4.9,0,5.633109621361155,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
480,9,9,4.545420181582317,114.4,560.0,2.3513752571634776,30.2,25,4.5,0,1.3217558399823195,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
481,4,3,4.545420181582317,114.4,560.0,2.3513752571634776,30.2,22,4.9,0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
482,3,4,4.563305981889393,130.3,587.1,2.714694743820879,23.4,40,5.8,0,0.8285518175661483,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
483,8,6,4.563305981889393,130.3,587.1,2.714694743820879,31.0,27,5.4,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
484,2,5,4.563305981889393,130.3,587.1,2.714694743820879,33.1,25,4.0,0,3.311637304949512,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
485,2,4,4.564348191467836,135.5,596.3,3.104586678466073,30.6,28,3.6,0,1.1216775615991057,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
486,5,4,4.565389315976247,141.3,605.8,2.928523523860541,24.1,43,6.3,0,1.0986122886681098,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
487,5,4,4.565389315976247,141.3,605.8,2.928523523860541,26.4,34,3.6,0,2.856470206220483,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
488,4,4,4.565389315976247,141.3,605.8,2.928523523860541,19.4,71,7.6,0,3.8649313978942956,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
489,4,4,4.565389315976247,141.3,605.8,2.928523523860541,20.6,58,1.3,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
490,4,4,4.565389315976247,141.3,605.8,2.928523523860541,28.7,33,4.0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
491,4,4,4.572646994282532,152.0,624.1,2.6946271807700692,32.4,21,4.5,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
492,1,3,4.5736795188967205,158.0,633.6,2.509599262378372,32.4,27,2.2,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
493,1,3,4.5736795188967205,158.0,633.6,2.509599262378372,27.5,29,4.5,0,3.7914360424390283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
494,6,6,4.574710978503383,164.0,643.0,2.70805020110221,30.8,30,4.9,0,2.2607208888953467,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
495,6,6,4.576770711466393,175.5,661.8,2.8791984572980396,23.9,42,2.2,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
496,4,5,4.576770711466393,175.5,661.8,2.8791984572980396,32.6,26,3.1,0,1.3270750014599193,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
497,3,4,4.575741375297279,181.1,671.2,2.72785282839839,32.3,27,2.2,0,2.7523860149222616,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
498,6,5,4.575741375297279,181.1,671.2,2.72785282839839,33.3,26,2.7,0,3.726656818447966,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
499,7,5,4.575741375297279,181.1,671.2,2.72785282839839,27.3,63,4.9,1,2.469793011977952,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
500,8,6,4.575741375297279,181.1,671.2,2.72785282839839,21.6,65,4.9,1,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
501,7,5,4.575741375297279,181.1,671.2,2.72785282839839,21.6,65,4.9,1,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
502,4,4,4.575741375297279,181.1,671.2,2.72785282839839,20.7,69,4.9,1,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
503,2,4,4.5591262474866845,139.4,689.1,3.044522437723423,29.2,30,4.9,0,1.0818051703517284,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
504,4,3,4.5591262474866845,139.4,689.1,3.044522437723423,28.9,29,4.9,0,3.923753928303845,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
505,1,2,4.5217885770490405,163.2,744.4,2.4069451083182885,26.7,35,1.8,0,1.916922612182061,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
506,1,2,4.5217885770490405,166.9,752.6,2.0918640616783932,18.5,73,8.5,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
507,2,4,4.5217885770490405,166.9,752.6,2.0918640616783932,25.9,41,3.6,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
508,1,2,4.5217885770490405,166.9,752.6,2.0918640616783932,25.9,41,3.6,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
509,5,4,4.5217885770490405,166.9,752.6,2.0918640616783932,21.1,71,7.6,1,1.1537315878891892,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
510,6,5,4.5217885770490405,166.9,752.6,2.0918640616783932,18.2,62,5.4,0,0.35767444427181594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
511,8,6,4.414009680526933,56.7,665.6,1.0647107369924282,27.8,35,2.7,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
512,4,3,4.414009680526933,56.7,665.6,1.0647107369924282,27.8,32,2.7,0,2.0068708488450007,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
513,2,4,4.414009680526933,56.7,665.6,1.0647107369924282,21.9,71,5.8,0,4.012592060349841,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
514,7,4,4.414009680526933,56.7,665.6,1.0647107369924282,21.2,70,6.7,0,2.498151876538021,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
515,1,4,4.558078578454241,146.0,614.7,2.509599262378372,25.6,42,4.0,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
516,6,3,4.388257184424518,3.0,106.7,0.7419373447293773,11.8,31,4.5,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
